TicketID,DateReceived,Resolution Time,ResponseTime(In Hrs),SLAStatus,IssueCategory,ReceivedTimeOfDay,AssignedAgent,Escalated,UserSatisfaction,Status
2862,14-04-2024,29-04-2024,3,No,Network,Night,Agent7,Yes,4,Closed
2863,15-02-2024,19-02-2024,1,Yes,Network,Morning,Agent9,Yes,5,Pending
2864,29-10-2024,05-11-2024,5,Yes,Account,Morning,Agent8,No,1,Closed
2865,09-09-2024,13-09-2024,1,No,Hardware,Afternoon,Agent15,No,2,Pending
2866,08-08-2024,15-08-2024,3,Yes,Account,Morning,Agent5,Yes,4,Pending
2867,13-02-2024,18-02-2024,2,Yes,Account,Afternoon,Agent1,No,5,Open
2868,12-11-2024,24-11-2024,4,Yes,Software,Night,Agent19,Yes,2,Open
2869,05-04-2024,19-04-2024,4,No,Network,Afternoon,Agent4,Yes,1,Pending
2870,23-10-2024,01-11-2024,2,No,Account,Afternoon,Agent1,Yes,3,Open
2871,27-01-2024,02-02-2024,2,No,Network,Afternoon,Agent14,Yes,4,Pending
2872,18-05-2024,28-05-2024,4,Yes,Network,Evening,Agent15,No,1,Pending
2873,13-11-2024,18-11-2024,5,No,Hardware,Morning,Agent9,No,5,Pending
2874,25-08-2024,09-09-2024,4,No,Software,Evening,Agent19,Yes,2,Pending
2875,16-07-2024,26-07-2024,5,No,Account,Night,Agent17,No,4,Pending
2876,11-07-2024,15-07-2024,2,Yes,Software,Morning,Agent9,Yes,2,Open
2877,09-03-2024,19-03-2024,2,Yes,Software,Morning,Agent16,No,4,Pending
2878,28-03-2024,10-04-2024,3,Yes,Software,Night,Agent18,Yes,5,Pending
2879,22-05-2024,02-06-2024,2,No,Network,Morning,Agent6,Yes,2,Pending
2880,17-01-2024,30-01-2024,1,No,Software,Evening,Agent13,Yes,2,Open
2881,11-04-2024,26-04-2024,1,Yes,Account,Morning,Agent10,No,2,Open
2882,26-09-2024,11-10-2024,4,Yes,Hardware,Morning,Agent1,No,1,Open
2883,13-06-2024,17-06-2024,5,No,Account,Night,Agent1,No,4,Closed
2884,22-12-2024,06-01-2025,4,Yes,Account,Night,Agent11,Yes,5,Pending
2885,05-07-2024,12-07-2024,2,No,Hardware,Afternoon,Agent20,Yes,1,Open
2886,10-08-2024,25-08-2024,4,Yes,Hardware,Evening,Agent3,No,2,Pending
2887,18-08-2024,29-08-2024,1,Yes,Software,Morning,Agent12,Yes,5,Closed
2888,04-01-2024,10-01-2024,3,Yes,Network,Night,Agent14,No,5,Closed
2889,18-06-2024,24-06-2024,3,No,Hardware,Evening,Agent8,No,3,Closed
2890,06-12-2024,21-12-2024,5,Yes,Hardware,Afternoon,Agent3,No,3,Pending
2891,26-04-2024,03-05-2024,1,Yes,Software,Night,Agent4,No,1,Pending
2892,24-10-2024,29-10-2024,5,No,Account,Afternoon,Agent5,Yes,3,Open
2893,13-01-2024,27-01-2024,5,No,Hardware,Evening,Agent20,Yes,1,Open
2894,01-04-2024,09-04-2024,1,No,Account,Afternoon,Agent7,Yes,1,Closed
2895,19-10-2024,26-10-2024,4,No,Network,Night,Agent6,Yes,5,Closed
2896,08-01-2024,15-01-2024,3,Yes,Network,Afternoon,Agent12,No,3,Pending
2897,15-10-2024,21-10-2024,4,No,Account,Morning,Agent16,No,4,Open
2898,25-02-2024,06-03-2024,1,Yes,Software,Morning,Agent20,No,1,Open
2899,08-01-2024,21-01-2024,5,Yes,Software,Evening,Agent17,Yes,2,Open
2900,21-09-2024,03-10-2024,1,Yes,Account,Afternoon,Agent5,No,2,Closed
2901,11-12-2024,26-12-2024,5,No,Software,Night,Agent10,No,2,Open
2902,25-10-2024,03-11-2024,1,Yes,Software,Afternoon,Agent12,Yes,1,Pending
2903,27-05-2024,31-05-2024,2,No,Hardware,Evening,Agent18,Yes,2,Pending
2904,11-09-2024,20-09-2024,4,Yes,Network,Evening,Agent11,Yes,4,Pending
2905,30-10-2024,09-11-2024,4,No,Network,Afternoon,Agent4,Yes,3,Pending
2906,24-09-2024,03-10-2024,1,No,Hardware,Evening,Agent5,No,2,Closed
2907,21-08-2024,29-08-2024,4,No,Account,Afternoon,Agent3,No,5,Closed
2908,03-01-2024,14-01-2024,5,Yes,Network,Morning,Agent12,Yes,5,Closed
2909,12-09-2024,19-09-2024,5,Yes,Account,Evening,Agent8,No,1,Pending
2910,03-10-2024,08-10-2024,5,No,Software,Afternoon,Agent3,No,3,Pending
2911,09-03-2024,22-03-2024,2,Yes,Software,Afternoon,Agent6,No,5,Pending
2912,03-06-2024,11-06-2024,4,Yes,Software,Morning,Agent17,No,4,Open
2913,31-10-2024,09-11-2024,5,Yes,Hardware,Afternoon,Agent13,Yes,4,Pending
2914,21-02-2024,28-02-2024,4,Yes,Account,Afternoon,Agent19,No,5,Pending
2915,10-02-2024,19-02-2024,2,No,Software,Morning,Agent10,Yes,1,Pending
2916,18-02-2024,22-02-2024,2,Yes,Network,Afternoon,Agent20,No,1,Pending
2917,13-09-2024,20-09-2024,2,Yes,Account,Morning,Agent15,Yes,1,Closed
2918,28-01-2024,09-02-2024,2,Yes,Software,Afternoon,Agent10,Yes,5,Open
2919,09-03-2024,13-03-2024,4,Yes,Hardware,Evening,Agent1,Yes,4,Open
2920,23-08-2024,27-08-2024,1,Yes,Account,Morning,Agent9,No,5,Pending
2921,18-01-2024,25-01-2024,4,No,Network,Morning,Agent12,No,2,Open
2922,18-08-2024,28-08-2024,2,Yes,Account,Morning,Agent13,No,4,Pending
2923,26-06-2024,01-07-2024,2,Yes,Hardware,Morning,Agent17,No,4,Pending
2924,29-01-2024,04-02-2024,5,No,Hardware,Morning,Agent7,No,1,Closed
2925,28-08-2024,04-09-2024,3,Yes,Network,Night,Agent13,Yes,4,Pending
2926,13-10-2024,27-10-2024,1,Yes,Account,Afternoon,Agent15,Yes,5,Pending
2927,28-08-2024,08-09-2024,2,No,Software,Night,Agent9,No,3,Open
2928,29-10-2024,06-11-2024,4,No,Network,Evening,Agent10,Yes,4,Open
2929,06-07-2024,13-07-2024,2,No,Network,Night,Agent20,No,5,Closed
2930,02-05-2024,10-05-2024,1,No,Software,Night,Agent19,Yes,1,Closed
2931,25-02-2024,11-03-2024,2,Yes,Account,Morning,Agent20,Yes,4,Closed
2932,14-01-2024,28-01-2024,4,Yes,Hardware,Afternoon,Agent5,Yes,2,Closed
2933,01-12-2024,12-12-2024,3,Yes,Hardware,Morning,Agent6,No,4,Open
2934,01-03-2024,14-03-2024,5,Yes,Network,Evening,Agent13,No,2,Pending
2935,16-01-2024,28-01-2024,5,Yes,Hardware,Afternoon,Agent9,No,4,Open
2936,22-09-2024,30-09-2024,4,Yes,Hardware,Night,Agent2,No,1,Open
2937,21-11-2024,26-11-2024,4,No,Network,Evening,Agent17,No,5,Closed
2938,23-08-2024,27-08-2024,3,Yes,Software,Night,Agent12,Yes,4,Closed
2939,21-11-2024,25-11-2024,5,Yes,Software,Afternoon,Agent2,No,2,Closed
2940,20-02-2024,26-02-2024,2,No,Network,Morning,Agent12,Yes,3,Closed
2941,05-01-2024,17-01-2024,3,Yes,Hardware,Afternoon,Agent11,No,2,Closed
2942,12-07-2024,17-07-2024,3,No,Network,Morning,Agent3,No,3,Open
2943,12-10-2024,20-10-2024,5,No,Hardware,Night,Agent4,Yes,5,Open
2944,25-12-2024,30-12-2024,1,Yes,Account,Night,Agent10,No,1,Pending
2945,29-12-2024,06-01-2025,1,No,Account,Night,Agent15,Yes,1,Open
2946,30-12-2024,13-01-2025,3,No,Hardware,Afternoon,Agent20,No,4,Open
2947,28-03-2024,03-04-2024,5,No,Network,Night,Agent1,Yes,1,Pending
2948,16-04-2024,20-04-2024,1,No,Hardware,Afternoon,Agent2,No,2,Open
2949,22-08-2024,28-08-2024,5,Yes,Network,Evening,Agent18,Yes,3,Open
2950,02-05-2024,12-05-2024,5,Yes,Software,Night,Agent13,No,1,Closed
2951,18-02-2024,27-02-2024,1,Yes,Account,Morning,Agent7,No,3,Pending
2952,31-08-2024,08-09-2024,1,No,Hardware,Afternoon,Agent14,No,2,Closed
2953,30-06-2024,13-07-2024,4,No,Account,Afternoon,Agent16,No,5,Open
2954,09-11-2024,15-11-2024,4,No,Account,Morning,Agent15,Yes,4,Closed
2955,21-12-2024,25-12-2024,1,Yes,Hardware,Afternoon,Agent1,Yes,3,Closed
2956,09-08-2024,23-08-2024,2,No,Hardware,Morning,Agent3,No,5,Closed
2957,17-03-2024,28-03-2024,3,Yes,Software,Afternoon,Agent18,Yes,2,Open
2958,02-09-2024,09-09-2024,2,No,Account,Afternoon,Agent1,No,4,Pending
2959,28-11-2024,13-12-2024,5,No,Account,Night,Agent5,No,1,Closed
2960,10-07-2024,14-07-2024,5,No,Network,Evening,Agent11,No,1,Open
2961,04-12-2024,11-12-2024,5,No,Software,Night,Agent18,No,4,Open
2962,23-01-2024,06-02-2024,3,No,Account,Night,Agent7,No,2,Pending
2963,17-12-2024,27-12-2024,2,No,Software,Afternoon,Agent20,No,5,Closed
2964,07-07-2024,19-07-2024,5,Yes,Network,Morning,Agent15,No,4,Closed
2965,15-07-2024,22-07-2024,3,No,Hardware,Morning,Agent17,Yes,2,Pending
2966,12-11-2024,16-11-2024,2,No,Account,Evening,Agent16,Yes,5,Pending
2967,20-02-2024,27-02-2024,5,Yes,Account,Evening,Agent18,Yes,2,Closed
2968,02-10-2024,13-10-2024,1,Yes,Software,Afternoon,Agent16,Yes,3,Open
2969,10-06-2024,24-06-2024,4,Yes,Software,Night,Agent12,No,2,Closed
2970,14-07-2024,29-07-2024,1,No,Hardware,Night,Agent6,No,4,Pending
2971,30-12-2024,08-01-2025,2,No,Hardware,Night,Agent5,No,4,Open
2972,04-01-2024,17-01-2024,4,Yes,Software,Afternoon,Agent2,Yes,1,Pending
2973,11-01-2024,20-01-2024,1,Yes,Network,Night,Agent9,Yes,1,Open
2974,03-04-2024,17-04-2024,3,Yes,Network,Evening,Agent6,Yes,5,Closed
2975,16-08-2024,20-08-2024,3,Yes,Software,Afternoon,Agent20,Yes,2,Closed
2976,02-07-2024,09-07-2024,2,No,Network,Afternoon,Agent19,Yes,4,Open
2977,14-12-2024,22-12-2024,3,No,Software,Afternoon,Agent1,Yes,3,Pending
2978,06-06-2024,21-06-2024,1,Yes,Software,Morning,Agent14,No,5,Open
2979,20-10-2024,24-10-2024,2,No,Network,Night,Agent18,No,5,Pending
2980,02-02-2024,12-02-2024,3,No,Account,Morning,Agent8,No,5,Open
2981,15-08-2024,29-08-2024,4,No,Software,Evening,Agent11,Yes,4,Pending
2982,14-02-2024,28-02-2024,3,No,Hardware,Morning,Agent11,Yes,4,Pending
2983,21-05-2024,31-05-2024,4,No,Network,Morning,Agent1,No,1,Closed
2984,21-10-2024,31-10-2024,3,No,Account,Afternoon,Agent17,No,2,Closed
2985,19-09-2024,23-09-2024,1,Yes,Hardware,Evening,Agent14,No,3,Open
2986,22-06-2024,01-07-2024,4,No,Account,Morning,Agent14,No,5,Closed
2987,13-05-2024,22-05-2024,4,No,Account,Morning,Agent8,No,2,Closed
2988,20-07-2024,27-07-2024,5,No,Software,Night,Agent17,No,1,Pending
2989,08-09-2024,16-09-2024,2,Yes,Software,Afternoon,Agent2,No,1,Open
2990,30-11-2024,08-12-2024,3,No,Software,Night,Agent2,Yes,2,Closed
2991,02-11-2024,12-11-2024,3,No,Network,Morning,Agent6,Yes,3,Pending
2992,03-07-2024,08-07-2024,4,No,Account,Morning,Agent20,No,3,Pending
2993,27-05-2024,11-06-2024,3,Yes,Account,Morning,Agent4,Yes,3,Pending
2994,09-02-2024,16-02-2024,2,No,Network,Evening,Agent16,No,4,Closed
2995,18-03-2024,31-03-2024,5,No,Account,Morning,Agent4,Yes,2,Closed
2996,24-05-2024,31-05-2024,2,Yes,Network,Morning,Agent2,Yes,2,Pending
2997,09-12-2024,13-12-2024,4,No,Account,Morning,Agent11,No,1,Closed
2998,10-10-2024,23-10-2024,5,Yes,Software,Morning,Agent16,Yes,2,Pending
2999,28-06-2024,07-07-2024,3,No,Account,Evening,Agent15,Yes,5,Closed
3000,11-12-2024,19-12-2024,2,No,Software,Afternoon,Agent3,No,2,Open
3001,17-07-2024,27-07-2024,2,Yes,Network,Night,Agent17,No,2,Closed
3002,02-11-2024,14-11-2024,4,Yes,Software,Morning,Agent5,No,3,Closed
3003,19-02-2024,23-02-2024,3,Yes,Software,Morning,Agent10,No,1,Pending
3004,26-08-2024,10-09-2024,2,No,Software,Night,Agent4,Yes,4,Open
3005,27-11-2024,01-12-2024,2,No,Network,Evening,Agent10,Yes,4,Open
3006,30-03-2024,08-04-2024,5,Yes,Network,Night,Agent19,No,4,Pending
3007,01-01-2024,10-01-2024,2,Yes,Software,Night,Agent17,No,3,Closed
3008,11-05-2024,25-05-2024,3,Yes,Hardware,Evening,Agent17,Yes,4,Open
3009,25-08-2024,07-09-2024,2,Yes,Software,Afternoon,Agent1,Yes,3,Pending
3010,17-06-2024,22-06-2024,5,No,Software,Night,Agent19,Yes,5,Pending
3011,02-07-2024,13-07-2024,1,No,Network,Night,Agent17,No,3,Pending
3012,03-09-2024,13-09-2024,2,No,Network,Afternoon,Agent2,No,5,Pending
3013,22-06-2024,26-06-2024,4,Yes,Network,Evening,Agent16,No,2,Open
3014,15-09-2024,29-09-2024,1,Yes,Account,Afternoon,Agent15,Yes,4,Closed
3015,13-12-2024,25-12-2024,2,No,Software,Afternoon,Agent15,No,3,Closed
3016,03-08-2024,16-08-2024,2,No,Network,Afternoon,Agent17,Yes,5,Closed
3017,22-06-2024,03-07-2024,5,No,Hardware,Afternoon,Agent18,No,4,Pending
3018,01-11-2024,07-11-2024,5,Yes,Network,Morning,Agent9,No,1,Pending
3019,12-08-2024,16-08-2024,3,No,Account,Morning,Agent5,Yes,4,Pending
3020,29-04-2024,07-05-2024,3,No,Software,Afternoon,Agent5,No,4,Closed
3021,19-06-2024,28-06-2024,5,No,Hardware,Morning,Agent11,No,4,Open
3022,21-04-2024,05-05-2024,3,No,Software,Evening,Agent11,Yes,5,Open
3023,02-07-2024,07-07-2024,4,Yes,Network,Night,Agent12,Yes,4,Closed
3024,01-06-2024,13-06-2024,2,No,Account,Morning,Agent19,No,1,Open
3025,17-05-2024,23-05-2024,2,Yes,Account,Evening,Agent16,Yes,3,Pending
3026,23-03-2024,29-03-2024,2,No,Account,Night,Agent2,No,5,Pending
3027,31-01-2024,05-02-2024,3,No,Account,Night,Agent10,No,1,Open
3028,15-03-2024,29-03-2024,3,No,Account,Evening,Agent7,Yes,5,Pending
3029,21-02-2024,04-03-2024,2,No,Account,Morning,Agent6,Yes,4,Closed
3030,30-06-2024,14-07-2024,2,Yes,Hardware,Afternoon,Agent1,Yes,4,Pending
3031,19-03-2024,24-03-2024,5,No,Software,Afternoon,Agent13,No,1,Pending
3032,18-10-2024,02-11-2024,5,No,Account,Night,Agent13,No,3,Open
3033,17-01-2024,29-01-2024,3,No,Network,Afternoon,Agent10,Yes,3,Open
3034,02-09-2024,12-09-2024,1,Yes,Network,Morning,Agent8,No,4,Closed
3035,22-11-2024,04-12-2024,1,No,Software,Afternoon,Agent12,No,1,Closed
3036,06-05-2024,20-05-2024,1,Yes,Account,Afternoon,Agent13,Yes,1,Closed
3037,30-08-2024,05-09-2024,1,No,Software,Afternoon,Agent15,Yes,1,Open
3038,16-08-2024,27-08-2024,2,Yes,Account,Morning,Agent17,No,4,Closed
3039,29-07-2024,02-08-2024,3,Yes,Hardware,Afternoon,Agent3,No,3,Open
3040,18-11-2024,01-12-2024,5,No,Hardware,Night,Agent1,No,3,Pending
3041,03-05-2024,15-05-2024,4,Yes,Network,Night,Agent7,Yes,2,Pending
3042,03-08-2024,18-08-2024,5,No,Account,Night,Agent7,No,3,Open
3043,02-12-2024,07-12-2024,4,No,Network,Night,Agent13,No,5,Closed
3044,30-07-2024,11-08-2024,3,No,Network,Morning,Agent7,Yes,4,Open
3045,25-10-2024,31-10-2024,4,No,Network,Evening,Agent8,No,3,Pending
3046,18-07-2024,23-07-2024,4,No,Software,Night,Agent1,Yes,3,Open
3047,22-12-2024,05-01-2025,2,No,Hardware,Night,Agent6,No,4,Closed
3048,11-09-2024,25-09-2024,4,Yes,Account,Afternoon,Agent16,No,5,Open
3049,06-02-2024,13-02-2024,5,Yes,Hardware,Evening,Agent10,Yes,4,Open
3050,06-11-2024,10-11-2024,1,Yes,Hardware,Night,Agent5,Yes,4,Closed
3051,09-07-2024,18-07-2024,3,Yes,Hardware,Evening,Agent14,No,4,Open
3052,30-03-2024,04-04-2024,1,Yes,Hardware,Afternoon,Agent10,No,5,Open
3053,25-04-2024,01-05-2024,5,No,Network,Evening,Agent9,Yes,3,Open
3054,19-05-2024,29-05-2024,3,No,Software,Evening,Agent9,Yes,5,Closed
3055,03-01-2024,17-01-2024,4,Yes,Software,Morning,Agent9,No,3,Pending
3056,25-03-2024,05-04-2024,5,Yes,Hardware,Evening,Agent5,Yes,5,Closed
3057,20-10-2024,24-10-2024,5,No,Account,Afternoon,Agent7,No,3,Open
3058,20-10-2024,26-10-2024,3,Yes,Software,Morning,Agent5,Yes,4,Pending
3059,08-04-2024,12-04-2024,3,No,Hardware,Afternoon,Agent14,Yes,2,Closed
3060,11-09-2024,21-09-2024,4,No,Software,Night,Agent12,Yes,4,Closed
3061,09-02-2024,19-02-2024,2,Yes,Hardware,Morning,Agent17,Yes,5,Pending
3062,30-03-2024,12-04-2024,5,No,Hardware,Night,Agent14,No,1,Open
3063,13-03-2024,24-03-2024,1,No,Hardware,Evening,Agent9,No,5,Pending
3064,07-12-2024,22-12-2024,4,Yes,Software,Night,Agent20,Yes,2,Open
3065,26-12-2024,31-12-2024,5,Yes,Software,Afternoon,Agent13,Yes,3,Pending
3066,19-04-2024,28-04-2024,5,No,Software,Afternoon,Agent12,No,4,Open
3067,24-02-2024,09-03-2024,5,Yes,Hardware,Night,Agent15,No,1,Open
3068,24-05-2024,02-06-2024,3,No,Hardware,Night,Agent18,Yes,4,Closed
3069,24-04-2024,30-04-2024,2,Yes,Account,Morning,Agent17,No,2,Pending
3070,02-07-2024,12-07-2024,5,Yes,Network,Evening,Agent20,No,1,Pending
3071,13-12-2024,28-12-2024,5,No,Account,Night,Agent8,Yes,3,Pending
3072,14-05-2024,24-05-2024,1,No,Network,Night,Agent18,No,2,Open
3073,29-04-2024,13-05-2024,3,Yes,Network,Morning,Agent14,Yes,3,Pending
3074,31-03-2024,12-04-2024,5,No,Hardware,Afternoon,Agent9,Yes,5,Pending
3075,30-07-2024,03-08-2024,3,No,Network,Evening,Agent17,No,3,Closed
3076,06-05-2024,20-05-2024,3,Yes,Account,Morning,Agent4,No,1,Closed
3077,27-08-2024,02-09-2024,1,Yes,Network,Night,Agent19,Yes,1,Pending
3078,13-05-2024,22-05-2024,4,No,Account,Night,Agent4,No,2,Closed
3079,13-03-2024,17-03-2024,4,No,Network,Evening,Agent9,No,5,Open
3080,28-06-2024,10-07-2024,2,No,Software,Evening,Agent11,No,1,Pending
3081,11-04-2024,23-04-2024,4,Yes,Software,Afternoon,Agent18,No,2,Pending
3082,05-11-2024,16-11-2024,3,No,Network,Evening,Agent16,No,4,Pending
3083,10-04-2024,25-04-2024,2,Yes,Software,Afternoon,Agent14,Yes,4,Closed
3084,19-03-2024,01-04-2024,5,No,Hardware,Afternoon,Agent5,No,4,Pending
3085,27-07-2024,10-08-2024,4,No,Software,Afternoon,Agent2,Yes,5,Pending
3086,31-07-2024,15-08-2024,4,No,Software,Evening,Agent17,No,1,Closed
3087,08-09-2024,12-09-2024,4,No,Software,Morning,Agent1,Yes,1,Pending
3088,04-09-2024,10-09-2024,4,Yes,Software,Morning,Agent13,No,1,Closed
3089,21-02-2024,01-03-2024,4,Yes,Software,Morning,Agent18,Yes,4,Pending
3090,22-12-2024,28-12-2024,1,No,Network,Evening,Agent10,No,4,Open
3091,05-10-2024,13-10-2024,3,No,Software,Morning,Agent17,No,3,Pending
3092,14-03-2024,27-03-2024,2,No,Account,Morning,Agent5,Yes,2,Closed
3093,07-11-2024,21-11-2024,4,Yes,Hardware,Morning,Agent15,No,5,Open
3094,12-09-2024,23-09-2024,2,Yes,Network,Afternoon,Agent11,Yes,5,Closed
3095,23-07-2024,01-08-2024,1,Yes,Software,Morning,Agent13,No,3,Open
3096,03-10-2024,10-10-2024,2,No,Account,Evening,Agent12,No,5,Closed
3097,25-06-2024,05-07-2024,3,Yes,Hardware,Night,Agent13,No,3,Pending
3098,15-01-2024,20-01-2024,2,Yes,Network,Evening,Agent12,Yes,1,Pending
3099,27-05-2024,11-06-2024,4,No,Network,Morning,Agent20,Yes,1,Closed
3100,22-11-2024,05-12-2024,1,No,Software,Afternoon,Agent10,No,5,Pending
3101,02-01-2024,17-01-2024,1,Yes,Account,Evening,Agent1,No,3,Pending
3102,07-10-2024,21-10-2024,3,Yes,Software,Morning,Agent20,Yes,2,Pending
3103,16-08-2024,23-08-2024,4,Yes,Account,Evening,Agent3,Yes,5,Open
3104,18-09-2024,01-10-2024,4,Yes,Software,Evening,Agent15,Yes,4,Open
3105,02-04-2024,10-04-2024,1,No,Network,Morning,Agent7,No,1,Open
3106,05-11-2024,12-11-2024,3,No,Account,Night,Agent1,No,1,Closed
3107,09-05-2024,22-05-2024,1,Yes,Network,Evening,Agent14,No,3,Pending
3108,26-08-2024,06-09-2024,5,Yes,Network,Afternoon,Agent7,Yes,3,Closed
3109,30-11-2024,14-12-2024,3,No,Network,Night,Agent12,Yes,1,Open
3110,21-06-2024,30-06-2024,3,Yes,Software,Afternoon,Agent5,No,3,Closed
3111,27-08-2024,01-09-2024,2,Yes,Software,Afternoon,Agent7,Yes,1,Pending
3112,15-07-2024,29-07-2024,1,Yes,Network,Morning,Agent20,No,2,Open
3113,28-05-2024,12-06-2024,4,Yes,Hardware,Night,Agent19,No,4,Pending
3114,03-01-2024,10-01-2024,1,Yes,Software,Night,Agent15,No,3,Open
3115,21-02-2024,05-03-2024,4,No,Account,Night,Agent8,Yes,2,Open
3116,10-01-2024,15-01-2024,3,No,Network,Evening,Agent16,Yes,4,Pending
3117,02-06-2024,06-06-2024,2,No,Software,Morning,Agent4,No,1,Pending
3118,06-07-2024,14-07-2024,1,Yes,Software,Night,Agent5,No,1,Closed
3119,16-03-2024,24-03-2024,1,Yes,Software,Evening,Agent17,No,4,Pending
3120,28-06-2024,05-07-2024,3,Yes,Hardware,Morning,Agent2,No,2,Open
3121,05-01-2024,12-01-2024,1,Yes,Hardware,Night,Agent19,Yes,3,Open
3122,29-07-2024,03-08-2024,2,No,Account,Night,Agent1,Yes,4,Open
3123,29-02-2024,05-03-2024,4,No,Software,Night,Agent11,No,2,Open
3124,30-09-2024,09-10-2024,1,Yes,Software,Morning,Agent1,No,1,Closed
3125,20-06-2024,25-06-2024,5,No,Software,Afternoon,Agent3,No,1,Closed
3126,09-10-2024,18-10-2024,3,No,Software,Afternoon,Agent1,No,5,Closed
3127,04-02-2024,13-02-2024,2,No,Network,Morning,Agent8,No,1,Closed
3128,09-10-2024,13-10-2024,4,No,Software,Morning,Agent9,Yes,4,Closed
3129,30-11-2024,15-12-2024,3,Yes,Network,Afternoon,Agent2,No,5,Pending
3130,08-05-2024,12-05-2024,5,Yes,Hardware,Evening,Agent1,Yes,1,Pending
3131,14-08-2024,29-08-2024,5,Yes,Account,Afternoon,Agent9,No,4,Closed
3132,24-12-2024,06-01-2025,5,No,Hardware,Morning,Agent14,No,5,Pending
3133,13-09-2024,22-09-2024,4,Yes,Software,Night,Agent4,No,3,Closed
3134,01-12-2024,13-12-2024,1,Yes,Hardware,Morning,Agent19,No,1,Pending
3135,17-05-2024,21-05-2024,1,No,Network,Evening,Agent11,Yes,4,Open
3136,09-04-2024,19-04-2024,2,Yes,Hardware,Evening,Agent10,Yes,4,Closed
3137,17-11-2024,29-11-2024,5,Yes,Account,Night,Agent9,No,4,Closed
3138,29-02-2024,05-03-2024,1,Yes,Network,Night,Agent14,Yes,3,Pending
3139,27-05-2024,01-06-2024,3,No,Software,Afternoon,Agent18,No,2,Open
3140,30-12-2024,03-01-2025,4,Yes,Software,Evening,Agent11,No,2,Open
3141,28-08-2024,09-09-2024,5,No,Account,Morning,Agent15,Yes,4,Closed
3142,08-09-2024,14-09-2024,3,Yes,Hardware,Night,Agent3,No,5,Closed
3143,21-08-2024,04-09-2024,5,Yes,Network,Afternoon,Agent6,Yes,1,Open
3144,20-07-2024,25-07-2024,1,No,Network,Night,Agent8,Yes,5,Open
3145,16-10-2024,22-10-2024,5,Yes,Hardware,Night,Agent11,Yes,5,Closed
3146,27-10-2024,01-11-2024,4,Yes,Network,Evening,Agent18,Yes,2,Open
3147,12-09-2024,19-09-2024,3,Yes,Network,Afternoon,Agent19,No,4,Open
3148,12-03-2024,17-03-2024,2,No,Account,Night,Agent17,Yes,2,Closed
3149,16-10-2024,21-10-2024,4,No,Software,Night,Agent3,No,4,Open
3150,07-03-2024,13-03-2024,5,Yes,Hardware,Night,Agent5,No,4,Closed
3151,07-10-2024,12-10-2024,1,No,Account,Morning,Agent6,No,2,Closed
3152,15-11-2024,23-11-2024,2,No,Hardware,Evening,Agent9,Yes,1,Pending
3153,21-04-2024,02-05-2024,1,Yes,Network,Evening,Agent12,Yes,4,Open
3154,18-10-2024,28-10-2024,5,Yes,Network,Evening,Agent6,Yes,2,Closed
3155,04-06-2024,10-06-2024,3,Yes,Hardware,Evening,Agent12,Yes,4,Pending
3156,27-12-2024,05-01-2025,2,Yes,Hardware,Evening,Agent12,No,1,Open
3157,19-05-2024,31-05-2024,1,Yes,Hardware,Evening,Agent12,No,5,Open
3158,16-08-2024,23-08-2024,5,Yes,Software,Evening,Agent20,No,3,Open
3159,26-04-2024,11-05-2024,3,No,Account,Night,Agent13,No,3,Pending
3160,19-02-2024,04-03-2024,2,No,Account,Night,Agent16,No,5,Pending
3161,22-12-2024,01-01-2025,1,No,Software,Night,Agent14,Yes,3,Pending
3162,10-12-2024,15-12-2024,5,No,Software,Morning,Agent4,Yes,2,Pending
3163,18-11-2024,02-12-2024,5,No,Network,Evening,Agent3,No,5,Closed
3164,01-01-2024,16-01-2024,1,No,Hardware,Night,Agent1,No,1,Open
3165,26-09-2024,10-10-2024,3,Yes,Hardware,Morning,Agent13,No,5,Closed
3166,09-02-2024,22-02-2024,4,No,Hardware,Evening,Agent3,Yes,5,Closed
3167,21-01-2024,26-01-2024,4,No,Account,Night,Agent14,No,5,Closed
3168,08-12-2024,15-12-2024,1,No,Software,Afternoon,Agent16,Yes,1,Open
3169,21-02-2024,06-03-2024,2,Yes,Hardware,Night,Agent11,Yes,4,Pending
3170,05-03-2024,14-03-2024,4,Yes,Hardware,Evening,Agent5,Yes,2,Pending
3171,29-04-2024,08-05-2024,3,No,Hardware,Night,Agent9,Yes,3,Open
3172,04-06-2024,11-06-2024,2,No,Network,Morning,Agent15,Yes,2,Open
3173,05-09-2024,12-09-2024,4,No,Network,Night,Agent9,No,2,Closed
3174,15-06-2024,30-06-2024,4,No,Account,Evening,Agent8,No,2,Open
3175,25-07-2024,06-08-2024,4,Yes,Account,Night,Agent10,No,1,Closed
3176,28-11-2024,03-12-2024,4,No,Hardware,Night,Agent20,No,1,Pending
3177,20-05-2024,29-05-2024,5,Yes,Software,Afternoon,Agent5,No,3,Pending
3178,30-08-2024,08-09-2024,3,Yes,Network,Afternoon,Agent20,Yes,3,Closed
3179,12-05-2024,24-05-2024,2,Yes,Software,Morning,Agent14,Yes,2,Pending
3180,18-03-2024,26-03-2024,4,No,Account,Afternoon,Agent13,Yes,3,Open
3181,01-12-2024,11-12-2024,4,Yes,Network,Evening,Agent18,No,1,Pending
3182,24-01-2024,04-02-2024,2,No,Account,Afternoon,Agent14,Yes,4,Closed
